,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
517,413,Glenn Robinson,SF,26,TOT,59,1727,13.5,.577,.330,.144,4.7,11.7,8.1,8.7,1.5,0.8,8.0,16.4,,2.0,0.9,2.9,.079,,-0.6,-1.2,-1.7,0.1
518,413,Glenn Robinson,SF,26,GSW,48,1516,13.1,.574,.335,.146,4.5,11.9,8.1,8.8,1.4,0.8,8.5,16.6,,1.5,0.6,2.2,.069,,-0.6,-1.3,-1.9,0.0
519,413,Glenn Robinson,SF,26,PHI,11,211,15.8,.605,.294,.132,5.7,10.5,8.1,7.7,1.8,0.8,4.0,15.4,,0.5,0.2,0.7,.157,,-0.2,-0.3,-0.5,0.1
520,414,Jerome Robinson,SG,22,TOT,54,734,6.1,.443,.477,.136,1.1,14.1,7.6,11.4,1.4,1.5,13.0,14.8,,-0.6,0.7,0.1,.004,,-4.7,0.1,-4.6,-0.5
521,414,Jerome Robinson,SG,22,LAC,42,476,4.8,.423,.493,.140,1.1,11.6,6.5,12.6,1.3,1.5,15.3,14.9,,-0.6,0.6,0.0,-0.002,,-5.5,0.5,-4.9,-0.4
522,414,Jerome Robinson,SG,22,WAS,12,258,8.5,.479,.449,.128,1.2,18.5,9.5,9.2,1.6,1.7,8.8,14.6,,-0.1,0.1,0.1,.014,,-3.2,-0.6,-3.9,-0.1
523,415,Justin Robinson,PG,22,WAS,9,49,8.2,.542,.417,.000,2.1,9.3,5.6,18.6,0.0,1.8,20.0,12.7,,0.0,0.0,0.0,.005,,-2.4,-3.2,-5.7,0.0
524,416,Mitchell Robinson,C,21,NYK,59,1361,23.5,.723,.000,.422,13.6,19.3,16.4,4.1,1.8,8.1,8.7,13.3,,4.6,2.0,6.5,.230,,1.5,1.6,3.1,1.7
525,417,Isaiah Roby,SF,21,OKC,3,11,-7.7,.000,.000,.000,0.0,19.5,10.1,0.0,0.0,0.0,50.0,8.0,,-0.1,0.0,0.0,-0.192,,-12.0,-3.5,-15.5,0.0
526,418,Rajon Rondo,PG,33,LAL,47,969,12.6,.494,.378,.126,2.6,13.0,7.9,32.7,2.0,0.2,20.6,18.8,,0.2,1.3,1.5,.076,,-0.9,-0.1,-1.0,0.3
527,419,Derrick Rose,PG,31,DET,50,1298,21.1,.555,.195,.185,2.3,8.3,5.3,40.5,1.5,1.0,13.4,31.6,,1.9,0.7,2.6,.095,,3.9,-1.8,2.2,1.4
528,420,Terrence Ross,SG,28,ORL,62,1692,14.2,.547,.584,.208,0.8,12.3,6.4,6.8,2.0,1.1,6.7,22.7,,1.0,1.8,2.8,.080,,-0.2,-0.1,-0.3,0.7
529,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
530,421,Terry Rozier,PG,25,CHO,63,2164,14.9,.553,.450,.202,2.4,11.9,7.0,20.4,1.4,0.4,12.1,23.7,,1.9,1.1,3.0,.066,,0.8,-1.3,-0.5,0.8
531,422,Ricky Rubio,PG,29,PHO,56,1766,16.2,.527,.308,.321,2.6,13.9,8.2,39.9,2.4,0.4,17.9,20.1,,2.3,1.7,4.0,.109,,0.5,0.3,0.7,1.2
532,423,D'Angelo Russell,PG,23,TOT,44,1418,18.5,.553,.504,.229,1.2,12.1,6.5,35.4,1.5,0.8,13.4,31.5,,1.1,0.7,1.7,.058,,3.6,-2.1,1.5,1.2
533,423,D'Angelo Russell,PG,23,GSW,33,1060,19.1,.558,.506,.227,1.4,11.4,6.2,35.9,1.4,0.8,12.6,32.2,,0.9,0.4,1.3,.061,,4.5,-2.0,2.4,1.2
534,423,D'Angelo Russell,PG,23,MIN,11,358,16.8,.536,.500,.235,0.8,14.1,7.2,33.9,1.7,0.9,15.6,29.4,,0.1,0.2,0.4,.051,,1.2,-2.5,-1.3,0.1
535,424,Domantas Sabonis,C,23,IND,61,2117,20.7,.586,.079,.356,9.7,29.8,19.9,21.6,1.1,1.2,14.9,23.3,,4.1,3.3,7.4,.168,,2.1,1.1,3.1,2.8
536,425,Luka Šamanić,PF,20,SAS,1,12,-3.4,.000,.500,.000,0.0,18.0,9.0,28.9,0.0,0.0,0.0,14.5,,-0.1,0.0,-0.1,-0.252,,-10.8,-6.5,-17.3,0.0
537,426,JaKarr Sampson,SF,26,IND,25,328,12.2,.621,.152,.253,4.8,13.4,9.1,3.4,1.3,2.4,7.4,12.7,,0.4,0.4,0.8,.122,,-2.5,0.9,-1.5,0.0
538,427,Dario Šarić,PF,25,PHO,57,1403,13.0,.568,.458,.205,6.7,20.1,13.2,10.9,1.1,0.9,12.7,17.2,,1.4,1.2,2.5,.087,,-0.6,-0.4,-1.0,0.4
539,428,Tomáš Satoranský,PG,28,CHI,64,1849,13.6,.535,.360,.222,4.1,10.9,7.3,27.2,2.1,0.4,17.8,16.7,,1.8,1.6,3.4,.089,,-1.1,-0.3,-1.4,0.3
540,429,Admiral Schofield,SF,22,WAS,26,292,6.8,.514,.627,.173,2.2,10.9,6.4,6.2,1.3,0.9,8.0,12.5,,0.1,0.0,0.1,.019,,-4.2,-1.1,-5.3,-0.2
541,430,Dennis Schröder,PG,26,OKC,63,1952,16.8,.573,.339,.243,1.1,11.8,6.6,21.6,1.1,0.6,13.2,27.2,,1.9,1.6,3.5,.086,,1.2,-1.2,0.0,1.0
542,431,Mike Scott,PF,31,PHI,62,1100,10.2,.540,.644,.092,5.5,16.6,11.0,5.6,0.8,0.4,6.8,13.8,,1.0,1.1,2.0,.088,,-1.3,-0.9,-2.2,-0.1
543,432,Thabo Sefolosha,PF,35,HOU,41,436,9.5,.487,.593,.088,5.0,17.4,11.2,7.5,2.6,2.4,13.7,10.4,,0.1,0.6,0.7,.073,,-2.7,1.6,-1.1,0.1
544,433,Collin Sexton,SG,21,CLE,64,2106,16.2,.557,.238,.248,3.2,7.4,5.3,14.9,1.5,0.3,11.4,27.2,,2.1,0.3,2.5,.056,,0.2,-2.1,-1.9,0.1
545,434,Landry Shamet,SG,22,LAC,46,1268,9.2,.606,.765,.170,0.5,6.6,3.6,8.6,0.7,0.6,8.7,13.2,,1.6,1.0,2.7,.101,,-1.3,-0.3,-1.6,0.1
546,435,Marial Shayok,SG,24,PHI,2,10,-1.9,.300,.600,.000,0.0,33.1,16.6,13.4,0.0,0.0,16.7,25.9,,-0.1,0.0,0.0,-0.227,,-8.9,-2.6,-11.5,0.0
547,436,Iman Shumpert,SG,29,BRK,13,241,5.3,.403,.516,.109,4.0,10.4,7.3,6.8,2.4,0.7,13.0,13.4,,-0.3,0.3,0.0,-0.002,,-6.3,0.8,-5.5,-0.2
548,437,Pascal Siakam,PF,25,TOR,53,1882,18.7,.559,.320,.275,3.3,18.8,11.2,17.0,1.3,2.5,10.5,28.5,,2.0,3.2,5.2,.133,,1.8,0.5,2.3,2.0
549,438,Chris Silva,PF,23,MIA,41,307,17.2,.663,.029,.710,20.7,19.3,19.9,10.2,1.4,5.8,25.5,17.5,,0.7,0.5,1.1,.179,,-3.3,0.8,-2.6,0.0
550,439,Ben Simmons,PG,23,PHI,54,1930,20.8,.608,.010,.460,6.2,18.0,12.1,34.8,2.9,1.4,20.6,20.9,,3.8,3.1,7.0,.173,,1.4,2.5,3.8,2.8
551,440,Anfernee Simons,SG,20,POR,64,1388,9.3,.504,.415,.172,1.9,9.0,5.5,9.5,0.9,0.6,9.8,19.1,,0.0,0.2,0.2,.008,,-2.5,-1.9,-4.4,-0.8
552,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
553,441,Alen Smailagić,PF,19,GSW,14,139,14.5,.610,.325,.475,7.5,13.7,10.5,14.3,1.0,2.6,18.5,18.2,,0.2,0.1,0.2,.082,,-1.4,-0.8,-2.2,0.0
554,442,Marcus Smart,SG,25,BOS,52,1685,14.0,.519,.586,.202,2.6,10.0,6.3,21.0,2.5,1.5,11.6,19.3,,1.6,2.4,4.1,.116,,0.2,1.4,1.6,1.5
555,443,Dennis Smith,PG,22,NYK,34,537,7.5,.399,.256,.251,4.0,11.7,7.7,26.5,2.5,1.4,19.8,23.1,,-1.3,0.5,-0.9,-0.078,,-5.2,-1.0,-6.2,-0.6
556,444,Ish Smith,PG,31,WAS,60,1570,13.8,.512,.258,.120,1.9,11.7,6.6,25.8,1.5,1.3,11.2,18.3,,1.3,0.4,1.7,.053,,-0.2,-1.2,-1.4,0.2
557,445,Zhaire Smith,SG,20,PHI,7,32,1.1,.313,.273,.364,0.0,6.9,3.4,8.3,4.6,0.0,13.6,19.9,,-0.1,0.1,-0.1,-0.118,,-11.0,0.8,-10.2,-0.1
558,446,Tony Snell,SF,28,DET,58,1613,9.6,.597,.671,.077,0.6,7.2,3.9,10.8,0.9,0.8,7.1,11.3,,2.0,0.5,2.5,.075,,-1.1,-0.6,-1.7,0.1
559,447,Omari Spellman,PF,22,GSW,49,886,14.4,.551,.373,.312,9.1,18.0,13.4,8.1,1.8,2.4,13.9,18.7,,0.5,0.7,1.2,.067,,-0.8,-1.1,-1.9,0.0
560,448,Max Strus,SG,23,CHI,2,6,30.7,.727,.333,.333,17.5,0.0,9.2,0.0,0.0,0.0,0.0,24.4,,0.0,0.0,0.0,.316,,5.3,-1.0,4.3,0.0
561,449,Edmond Sumner,PG,24,IND,24,328,10.2,.484,.355,.140,3.4,7.7,5.6,15.8,2.2,1.9,13.7,17.6,,-0.1,0.4,0.3,.041,,-3.4,0.3,-3.1,-0.1
562,450,Caleb Swanigan,PF,22,TOT,26,277,7.7,.597,.043,.362,9.9,25.7,17.9,14.2,0.5,2.2,39.8,13.9,,-0.2,0.2,0.0,.006,,-6.3,0.6,-5.7,-0.3
563,450,Caleb Swanigan,PF,22,SAC,7,23,0.0,.512,.000,.500,9.6,25.2,17.2,11.7,2.1,8.3,55.1,20.6,,-0.1,0.0,-0.1,-0.175,,-14.6,3.3,-11.3,-0.1
564,450,Caleb Swanigan,PF,22,POR,19,254,8.4,.605,.047,.349,9.9,25.7,17.9,14.4,0.4,1.7,37.7,13.3,,-0.1,0.2,0.1,.023,,-5.6,0.4,-5.2,-0.2
565,451,Jayson Tatum,PF,21,BOS,58,2007,20.2,.561,.377,.250,3.0,18.9,11.0,14.1,1.9,2.5,9.8,28.6,,2.7,3.3,6.0,.144,,3.2,0.6,3.8,2.9
566,452,Jeff Teague,PG,31,TOT,58,1446,14.5,.552,.241,.400,1.9,8.5,5.1,30.7,1.4,1.1,16.7,19.4,,1.8,0.6,2.4,.079,,-0.3,-1.4,-1.7,0.1
567,452,Jeff Teague,PG,31,MIN,34,945,16.0,.578,.269,.444,1.6,8.4,4.9,32.5,1.2,1.1,16.4,20.2,,1.7,0.4,2.1,.108,,0.6,-1.2,-0.6,0.3
568,452,Jeff Teague,PG,31,ATL,24,501,11.6,.496,.184,.310,2.3,8.7,5.5,27.3,1.8,1.0,17.5,18.0,,0.1,0.2,0.2,.024,,-2.1,-1.6,-3.7,-0.2
569,453,Garrett Temple,SG,33,BRK,55,1547,10.3,.507,.660,.139,1.9,10.5,6.3,13.1,1.3,1.4,9.3,16.6,,0.5,1.6,2.1,.065,,-1.5,0.4,-1.0,0.4
570,454,Daniel Theis,C,27,BOS,57,1349,18.0,.624,.214,.281,10.3,19.4,14.9,9.8,1.3,5.0,10.4,14.7,,3.4,2.3,5.7,.202,,0.3,1.8,2.2,1.4
571,455,Isaiah Thomas,PG,30,WAS,40,925,11.6,.531,.444,.178,1.3,7.0,4.0,23.1,0.7,0.6,14.4,24.1,,0.2,-0.2,0.0,.000,,-0.4,-4.0,-4.4,-0.6
572,456,Khyri Thomas,SG,23,DET,7,47,2.2,.437,.786,.143,2.4,0.0,1.2,5.8,2.1,0.0,16.8,16.6,,-0.1,0.0,-0.1,-0.074,,-5.7,-2.2,-8.0,-0.1
573,457,Matt Thomas,SG,25,TOR,33,321,13.6,.650,.676,.090,2.4,13.2,7.9,7.9,1.2,0.0,9.4,17.0,,0.5,0.4,0.9,.137,,0.9,0.3,1.2,0.3
574,458,Tristan Thompson,C,28,CLE,57,1721,16.8,.540,.041,.286,14.4,22.8,18.6,10.5,0.9,2.5,14.0,18.3,,2.0,1.0,3.1,.085,,-0.2,-1.4,-1.6,0.2
575,459,Matisse Thybulle,SG,22,PHI,56,1092,9.5,.522,.611,.179,3.5,5.2,4.3,8.3,3.4,3.1,15.1,11.5,,0.1,1.8,1.8,.080,,-3.1,3.1,-0.1,0.5
576,460,Anthony Tolliver,PF,34,TOT,46,714,6.7,.493,.776,.151,4.4,14.8,9.6,5.8,1.0,1.3,15.2,11.4,,-0.1,0.4,0.3,.017,,-3.1,-0.8,-3.9,-0.3
577,460,Anthony Tolliver,PF,34,POR,33,554,7.6,.515,.761,.162,5.1,15.3,10.3,6.6,0.7,1.4,14.3,11.2,,0.2,0.2,0.4,.033,,-2.4,-0.9,-3.3,-0.2
578,460,Anthony Tolliver,PF,34,SAC,9,82,0.3,.252,.882,.118,2.7,12.7,7.6,4.6,2.4,1.2,18.3,11.6,,-0.2,0.1,-0.2,-0.099,,-7.8,-0.9,-8.8,-0.1
579,460,Anthony Tolliver,PF,34,MEM,4,78,7.3,.583,.778,.111,1.4,13.2,7.4,1.6,1.8,1.1,17.5,12.2,,0.0,0.1,0.0,.029,,-3.7,0.7,-3.0,0.0
580,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
581,461,Juan Toscano-Anderson,SF,26,GSW,12,271,9.6,.537,.371,.081,3.5,17.8,10.4,13.9,2.3,1.7,20.0,12.6,,0.0,0.2,0.2,.035,,-3.9,0.2,-3.7,-0.1
582,462,Karl-Anthony Towns,C,24,MIN,35,1187,26.5,.642,.445,.363,8.1,26.1,16.8,22.8,1.3,2.9,13.2,28.8,,3.8,1.3,5.1,.205,,7.1,0.8,7.8,2.9
583,463,Gary Trent,SG,21,POR,52,1042,12.1,.563,.574,.104,1.9,6.6,4.3,6.4,1.8,1.0,5.0,15.5,,1.3,0.3,1.6,.074,,-0.4,-0.6,-1.0,0.3
584,464,Allonzo Trier,PG,24,NYK,24,291,14.6,.620,.500,.406,2.1,8.7,5.3,14.8,0.5,1.3,15.0,21.4,,0.5,0.1,0.5,.089,,0.9,-1.3,-0.5,0.1
585,465,P.J. Tucker,PF,34,HOU,63,2167,8.6,.579,.685,.118,4.7,16.1,10.4,5.9,1.5,1.1,14.4,8.7,,1.7,2.1,3.8,.084,,-2.2,0.6,-1.6,0.2
586,466,Rayjon Tucker,SG,22,UTA,14,78,4.5,.448,.316,.263,2.9,14.8,9.1,3.5,0.6,0.0,12.4,13.6,,-0.1,0.1,0.0,-0.009,,-6.7,-1.2,-7.9,-0.1
587,467,Evan Turner,PG,31,ATL,19,251,6.8,.424,.075,.209,3.4,13.0,8.2,20.6,1.7,2.7,26.2,16.4,,-0.5,0.1,-0.3,-0.065,,-4.8,-0.7,-5.6,-0.2
588,468,Myles Turner,C,23,IND,54,1592,14.7,.559,.447,.281,4.8,19.5,12.2,5.2,1.3,6.4,10.3,17.5,,1.0,2.7,3.7,.111,,-0.8,1.0,0.2,0.9
589,469,Jarrod Uthoff,SF,26,MEM,4,14,-0.1,.254,.571,.286,7.6,0.0,3.7,0.0,3.3,0.0,0.0,23.4,,-0.1,0.0,0.0,-0.167,,-11.6,-2.4,-14.0,0.0
590,470,Jonas Valančiūnas,C,27,MEM,61,1594,22.2,.626,.122,.240,12.4,31.9,22.3,10.4,0.7,3.7,12.5,21.3,,3.7,2.3,6.0,.180,,2.1,0.0,2.1,1.7
591,471,Denzel Valentine,SF,26,CHI,35,465,12.9,.505,.582,.036,2.0,16.0,8.7,14.1,2.6,1.2,9.5,23.2,,-0.1,0.6,0.4,.046,,-0.9,0.2,-0.6,0.2
592,472,Jarred Vanderbilt,SF-PF,20,TOT,11,46,7.6,.676,.125,.250,7.2,14.5,10.8,5.9,3.2,2.0,44.1,14.9,,-0.1,0.1,0.0,-0.020,,-6.6,0.7,-5.9,0.0
593,472,Jarred Vanderbilt,SF,20,DEN,9,41,7.2,.714,.000,.000,8.1,13.6,10.9,6.6,3.6,2.2,50.0,14.8,,-0.1,0.1,0.0,-0.035,,-7.0,1.1,-5.9,0.0
594,472,Jarred Vanderbilt,PF,20,MIN,2,5,11.1,.532,1.000,2.000,0.0,21.9,10.5,0.0,0.0,0.0,0.0,15.5,,0.0,0.0,0.0,.104,,-3.0,-3.1,-6.1,0.0
595,473,Fred VanVleet,PG,25,TOR,48,1719,16.0,.546,.482,.237,1.1,9.7,5.5,27.4,2.5,0.7,12.4,22.0,,2.2,2.6,4.9,.136,,1.1,1.2,2.4,1.9
596,474,Gabe Vincent,PG,23,MIA,6,42,1.2,.316,.842,.000,0.0,7.7,4.0,9.9,1.2,0.0,0.0,19.9,,-0.1,0.0,-0.1,-0.104,,-6.7,-2.9,-9.6,-0.1
597,475,Noah Vonleh,C-PF,24,TOT,33,364,15.6,.621,.169,.337,10.4,25.9,17.8,10.7,1.4,1.4,17.0,14.0,,0.6,0.4,1.0,.126,,-1.1,0.3,-0.8,0.1
598,475,Noah Vonleh,C,24,MIN,29,347,15.3,.605,.163,.326,9.9,25.8,17.6,10.8,1.5,1.4,16.2,13.9,,0.5,0.3,0.9,.123,,-1.4,0.4,-1.0,0.1
599,475,Noah Vonleh,PF,24,DEN,4,17,22.0,1.031,.333,.667,19.6,26.3,22.9,8.6,0.0,0.0,34.0,15.0,,0.1,0.0,0.1,.184,,4.3,-1.4,2.9,0.0
600,476,Nikola Vučević,C,29,ORL,53,1727,21.7,.538,.274,.163,7.7,29.3,18.1,19.7,1.3,2.5,7.3,26.0,,2.8,2.6,5.3,.149,,3.3,0.6,3.9,2.6
601,477,Dean Wade,PF,23,CLE,12,71,13.9,.744,.308,.077,4.6,25.2,14.8,4.0,1.4,4.8,18.2,9.9,,0.1,0.1,0.2,.104,,-1.7,0.4,-1.3,0.0
602,478,Moritz Wagner,C,22,WAS,36,686,16.5,.662,.299,.348,7.4,23.4,15.1,10.2,1.5,2.2,17.3,18.9,,1.2,0.5,1.7,.118,,-1.2,-0.4,-1.6,0.1
603,479,Dion Waiters,SG,28,MIA,3,42,13.5,.530,.654,.038,0.0,28.2,14.7,12.4,0.0,4.7,10.2,30.9,,-0.1,0.1,0.0,.001,,2.4,-0.6,1.8,0.0
604,480,Kemba Walker,PG,29,BOS,49,1561,20.6,.572,.524,.270,2.3,11.4,6.9,25.0,1.5,1.5,10.3,28.0,,3.6,1.9,5.5,.168,,5.3,-0.2,5.0,2.8
605,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
606,481,Lonnie Walker,SG,21,SAS,53,767,11.0,.515,.266,.199,2.8,13.4,8.1,8.4,1.8,1.5,9.6,18.2,,0.0,0.5,0.4,.028,,-2.5,-0.7,-3.2,-0.2
607,482,Tyrone Wallace,SG,25,ATL,14,160,3.9,.389,.341,.386,2.0,12.9,7.4,10.9,2.0,0.5,16.3,16.0,,-0.3,0.1,-0.3,-0.075,,-7.6,-1.0,-8.7,-0.3
608,483,Taurean Waller-Prince,SF,25,BRK,63,1830,9.3,.500,.581,.120,2.8,17.9,10.5,9.4,1.5,1.1,14.2,20.4,,-1.6,2.3,0.8,.020,,-2.7,-0.2,-2.9,-0.4
609,484,Derrick Walton,PG,24,TOT,26,248,8.7,.617,.615,.231,0.9,5.7,3.3,13.9,1.4,0.0,10.4,8.1,,0.4,0.2,0.6,.112,,-2.4,1.2,-1.2,0.1
610,484,Derrick Walton,PG,24,LAC,23,222,8.4,.626,.583,.250,1.0,5.9,3.5,12.6,0.8,0.0,9.1,8.2,,0.4,0.2,0.5,.113,,-2.3,0.8,-1.5,0.0
611,484,Derrick Walton,PG,24,DET,3,26,11.3,.500,1.000,.000,0.0,4.4,2.2,24.8,5.7,0.0,25.0,6.7,,0.0,0.0,0.1,.106,,-3.0,4.9,1.9,0.0
612,485,Brad Wanamaker,PG,30,BOS,62,1195,11.8,.558,.285,.358,1.6,9.2,5.5,17.8,2.1,0.9,15.9,15.5,,1.2,1.5,2.7,.108,,-2.4,1.0,-1.4,0.2
613,486,T.J. Warren,SF,26,IND,60,1950,17.3,.600,.214,.215,3.3,10.1,6.7,7.0,1.7,1.2,7.4,22.7,,3.1,2.2,5.3,.131,,0.4,-0.2,0.3,1.1
614,487,P.J. Washington,PF,21,CHO,57,1723,12.4,.549,.385,.234,3.3,16.8,9.8,11.4,1.5,2.3,12.7,18.5,,0.5,1.4,1.9,.053,,-1.8,0.1,-1.7,0.1
615,488,Yuta Watanabe,SG,25,MEM,16,99,9.5,.461,.276,.276,6.5,11.4,9.0,5.3,2.4,0.9,5.8,14.5,,0.0,0.1,0.1,.047,,-3.6,0.2,-3.4,0.0
616,489,Tremont Waters,PG,22,BOS,10,89,6.5,.438,.486,.171,0.0,10.7,5.4,18.8,2.7,2.1,21.0,22.9,,-0.2,0.1,-0.1,-0.044,,-6.6,0.0,-6.6,-0.1
617,490,Paul Watson,SF-SG,25,TOT,5,25,-0.5,.056,.500,.250,0.0,17.0,8.5,23.9,1.9,3.9,0.0,14.9,,-0.1,0.0,-0.1,-0.182,,-8.0,0.8,-7.2,0.0
618,490,Paul Watson,SG,25,ATL,2,17,-7.1,.000,.429,.000,0.0,12.8,6.3,21.1,2.7,0.0,0.0,17.1,,-0.1,0.0,-0.1,-0.321,,-12.3,-1.6,-13.8,-0.1
619,490,Paul Watson,SF,25,TOR,3,8,13.6,.266,1.000,2.000,0.0,25.9,13.2,29.8,0.0,12.1,0.0,10.1,,0.0,0.0,0.0,.114,,1.2,5.8,7.0,0.0
620,491,Quinndary Weatherspoon,SG,23,SAS,3,15,-5.1,.000,.333,.000,0.0,7.2,3.6,7.7,0.0,0.0,0.0,8.7,,-0.1,0.0,-0.1,-0.197,,-9.0,-6.0,-15.0,0.0
621,492,Russell Westbrook,PG,31,HOU,52,1868,21.5,.537,.170,.288,5.2,18.4,11.8,35.1,2.1,0.8,14.7,34.5,,2.0,2.2,4.2,.108,,2.0,-0.2,1.8,1.8
622,493,Coby White,SG,19,CHI,64,1636,12.1,.506,.476,.160,1.8,14.0,7.6,16.4,1.4,0.3,10.8,24.2,,-0.3,1.3,1.0,.031,,-1.2,-1.4,-2.5,-0.2
623,494,Derrick White,SG,25,SAS,60,1433,15.7,.586,.344,.377,2.2,11.8,7.0,19.1,1.2,3.1,12.0,18.2,,2.4,0.8,3.2,.109,,0.7,0.1,0.8,1.0
624,495,Hassan Whiteside,C,30,POR,60,1874,25.1,.641,.011,.337,13.4,33.5,23.6,6.0,0.6,8.4,13.2,19.9,,5.0,2.9,7.9,.203,,2.5,0.7,3.2,2.5
625,496,Andrew Wiggins,SF-SG,24,TOT,53,1826,16.4,.535,.339,.274,3.7,12.4,7.9,18.1,1.2,2.5,10.8,27.4,,0.8,1.1,1.9,.050,,1.1,-1.4,-0.3,0.8
626,496,Andrew Wiggins,SF,24,MIN,42,1455,16.1,.535,.348,.262,3.3,12.9,7.9,18.1,0.9,2.0,10.8,27.9,,0.6,0.8,1.4,.046,,1.2,-1.6,-0.3,0.6
627,496,Andrew Wiggins,SG,24,GSW,11,371,17.6,.538,.297,.331,5.1,10.6,7.7,18.3,2.1,4.1,10.9,25.4,,0.2,0.3,0.5,.065,,0.7,-0.9,-0.2,0.2
628,497,Grant Williams,PF,21,BOS,61,967,8.0,.508,.443,.266,6.5,11.8,9.1,8.4,1.4,3.2,17.7,11.5,,0.2,1.3,1.5,.075,,-3.9,1.2,-2.7,-0.2
629,498,Johnathan Williams,C,24,WAS,11,135,14.4,.643,.080,.200,11.7,23.6,17.4,5.9,0.3,3.9,12.8,9.6,,0.3,0.1,0.3,.115,,-0.3,-1.4,-1.7,0.0
630,499,Kenrich Williams,PF,25,NOP,35,779,7.7,.430,.671,.168,6.6,17.5,12.0,8.3,1.5,2.2,12.0,9.2,,0.1,0.8,0.8,.051,,-3.1,0.9,-2.3,0.0
631,500,Lou Williams,SG,33,LAC,60,1757,17.2,.546,.334,.365,1.7,9.0,5.5,30.0,1.1,0.5,14.4,28.3,,2.2,1.7,3.9,.107,,2.1,-1.4,0.7,1.2
632,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
633,501,Marvin Williams,PF,33,TOT,52,1011,11.4,.585,.578,.217,2.1,13.7,7.8,8.0,1.7,2.3,9.3,13.0,,1.0,1.0,2.1,.098,,-1.7,0.9,-0.8,0.3
634,501,Marvin Williams,PF,33,CHO,41,808,11.8,.593,.557,.238,2.0,13.2,7.4,7.8,1.6,2.5,9.7,14.0,,0.8,0.6,1.4,.086,,-1.6,0.3,-1.3,0.1
635,501,Marvin Williams,PF,33,MIL,11,203,9.7,.540,.692,.103,2.6,15.6,9.5,9.0,2.0,1.7,6.9,8.9,,0.2,0.4,0.6,.148,,-1.9,3.3,1.4,0.2
636,502,Robert Williams,C,22,BOS,23,323,19.6,.671,.000,.403,11.4,24.3,17.9,9.5,3.0,8.1,21.5,12.3,,0.6,0.8,1.4,.205,,-0.4,4.4,4.1,0.5
637,503,Nigel Williams-Goss,PG,25,UTA,9,28,5.7,.254,.286,.286,8.2,11.2,9.8,22.3,1.7,3.0,20.2,15.5,,-0.1,0.0,0.0,-0.045,,-5.0,1.1,-3.9,0.0
638,504,Zion Williamson,PF,19,NOP,19,565,24.3,.624,.045,.521,10.2,13.9,12.0,12.6,1.3,1.3,12.4,29.6,,1.3,0.4,1.8,.150,,3.6,-1.2,2.4,0.6
639,505,D.J. Wilson,PF,23,MIL,31,280,8.4,.476,.545,.089,3.8,19.3,12.0,10.3,0.3,1.6,12.5,17.7,,-0.2,0.5,0.3,.055,,-3.8,0.2,-3.6,-0.1
640,506,Justise Winslow,SF,23,MIA,11,352,8.6,.440,.209,.209,5.3,17.4,11.6,18.6,1.0,1.4,14.6,20.6,,-0.4,0.4,0.0,-0.002,,-3.4,-0.1,-3.5,-0.1
641,507,Christian Wood,PF,24,DET,61,1286,22.9,.654,.278,.486,9.0,25.0,16.9,7.5,1.2,3.4,12.0,22.9,,3.5,1.4,4.9,.183,,3.3,-0.3,2.9,1.6
642,508,Delon Wright,SG,27,DAL,63,1364,16.0,.562,.304,.239,4.9,13.7,9.4,21.2,2.5,1.2,13.4,14.7,,2.5,1.6,4.2,.147,,0.5,1.6,2.1,1.4
643,509,Justin Wright-Foreman,PG,22,UTA,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.010,,-6.0,-0.9,-6.9,0.0
644,510,Thaddeus Young,PF,31,CHI,63,1570,13.3,.520,.370,.118,6.2,16.1,10.9,11.2,2.8,1.4,13.8,19.7,,-0.2,2.0,1.9,.057,,-1.4,0.2,-1.2,0.3
645,511,Trae Young,PG,21,ATL,59,2082,23.8,.593,.454,.444,1.5,11.7,6.5,45.6,1.5,0.3,16.2,34.9,,5.2,0.5,5.7,.132,,6.2,-2.3,3.9,3.1
